caseid,barangay_code,barangay,province,municipality,age,gender,hh_size,income,consumption,gps_lat,gps_lon,duration,enumerator,submission_date
I007044,B388,Barangay 388,Iloilo,Iloilo Mun 8,36,female,5,10632.14,6845.64,7.027412,125.976943,1338,enum_12,2025-06-04
I002224,B123,Barangay 123,Cebu,Cebu Mun 4,25,male,8,11260.05,10149.92,10.112589,125.115438,886,enum_13,2025-02-28
I000615,B036,Barangay 036,Negros Occidental,Negros Mun 3,26,female,6,18895.4,12560.71,10.255746,125.654761,1009,enum_10,2025-10-21
I003369,B188,Barangay 188,Bukidnon,Bukidnon Mun 5,46,male,5,13676.24,9340.28,6.599718,122.26955,1015,enum_05,2025-09-11
I001457,B079,Barangay 079,Agusan del Norte,Agusan Mun 13,41,female,6,15369.74,11234.23,10.657207,123.085387,1030,enum_04,2025-10-09
I000381,B023,Barangay 023,Leyte,Leyte Mun 13,41,male,3,6660.31,6007.32,6.980731,124.41245,1615,enum_04,2025-07-12
I005614,B310,Barangay 310,Iloilo,Iloilo Mun 2,49,male,7,9154.87,8136.54,7.640612,124.166659,645,enum_05,2025-03-15
I005856,B323,Barangay 323,Leyte,Leyte Mun 6,51,male,4,10163.28,6280.54,11.658295,124.098312,898,enum_15,2025-07-31
I004737,B265,Barangay 265,Agusan del Norte,Agusan Mun 5,46,male,6,15906.36,10608.79,6.688177,124.832946,824,enum_02,2025-03-06
I006918,B381,Barangay 381,Cebu,Cebu Mun 9,49,male,3,6437.56,6646.16,11.628016,122.584691,404,enum_17,2025-08-18
I000539,B032,Barangay 032,Bukidnon,Bukidnon Mun 14,23,female,6,14786.31,11002.49,10.10624,122.924622,1069,enum_11,2025-06-11
I003398,B190,Barangay 190,Iloilo,Iloilo Mun 2,33,male,6,18632.22,13191.88,10.661666,123.093388,496,enum_15,2025-06-29
I001173,B067,Barangay 067,Agusan del Norte,Agusan Mun 8,28,male,5,11454.44,11726.0,7.040926,124.080979,1126,enum_12,2025-03-16
I006025,B332,Barangay 332,Bukidnon,Bukidnon Mun 5,47,female,6,12383.74,8092.86,11.231099,122.138595,1381,enum_04,2025-10-17
I001889,B104,Barangay 104,Bukidnon,Bukidnon Mun 6,39,female,5,12487.1,11976.67,8.904823,122.840953,1124,enum_01,2025-08-01
I005988,B330,Barangay 330,Negros Occidental,Negros Mun 10,18,male,3,1766.01,1331.62,7.318004,124.107917,981,enum_18,2025-05-10
I007057,B389,Barangay 389,Leyte,Leyte Mun 18,37,male,3,7309.8,7040.52,8.558681,124.686036,1031,enum_08,2025-10-23
I005198,B290,Barangay 290,Bukidnon,Bukidnon Mun 10,38,female,4,10467.03,7943.97,9.377199,123.70535,595,enum_04,2025-01-20
I000752,B044,Barangay 044,Bukidnon,Bukidnon Mun 12,35,female,6,7723.17,5296.33,11.208947,124.868327,1202,enum_09,2025-10-11
I007297,B401,Barangay 401,Leyte,Leyte Mun 14,21,male,5,7529.38,5820.06,10.152036,124.40227,860,enum_01,2025-05-22
I005121,B287,Barangay 287,Leyte,Leyte Mun 19,39,male,4,19900.7,20764.84,10.068072,122.91515,954,enum_02,2025-10-24
I004270,B239,Barangay 239,Leyte,Leyte Mun 20,20,female,2,9834.99,10649.2,7.888459,123.637825,867,enum_01,2025-06-02
I005928,B327,Barangay 327,Cebu,Cebu Mun 13,56,male,4,12366.08,8965.03,7.961498,123.072369,952,enum_18,2025-01-16
I002921,B164,Barangay 164,Bukidnon,Bukidnon Mun 11,19,male,8,9252.96,7469.36,9.724622,123.669013,742,enum_12,2025-09-05
I006745,B372,Barangay 372,Negros Occidental,Negros Mun 4,18,female,7,15028.64,15539.96,10.245993,125.678428,649,enum_06,2025-01-23
I001175,B067,Barangay 067,Agusan del Norte,Agusan Mun 8,44,female,4,14886.78,13814.03,6.938148,122.762645,825,enum_09,2025-02-15
I006439,B355,Barangay 355,Agusan del Norte,Agusan Mun 10,42,female,3,14813.51,10244.69,9.436613,122.067342,137,enum_14,2025-05-07
I002309,B128,Barangay 128,Bukidnon,Bukidnon Mun 14,37,male,9,15349.3,12590.41,8.130466,123.358509,468,enum_02,2025-10-25
I003018,B170,Barangay 170,Bukidnon,Bukidnon Mun 13,38,male,7,5134.72,3454.44,9.477628,125.958846,334,enum_15,2025-05-04
I001825,B100,Barangay 100,Iloilo,Iloilo Mun 11,18,female,3,16916.75,12920.35,9.713403,123.762049,1109,enum_06,2025-02-14
I004228,B237,Barangay 237,Cebu,Cebu Mun 9,33,male,1,4082.76,2902.98,11.603781,122.40289,555,enum_16,2025-01-23
I001123,B065,Barangay 065,Leyte,Leyte Mun 17,33,female,2,17898.04,13028.67,10.535298,125.399092,558,enum_14,2025-10-01
I005595,B309,Barangay 309,Cebu,Cebu Mun 13,44,female,6,12800.4,7771.78,6.110144,124.740928,735,enum_08,2025-08-02
I002385,B132,Barangay 132,Negros Occidental,Negros Mun 12,23,male,6,7355.61,7389.1,11.88039,122.353555,1361,enum_17,2025-10-02
I004245,B238,Barangay 238,Iloilo,Iloilo Mun 4,52,female,7,12236.16,9176.55,10.367068,122.638929,1295,enum_14,2025-04-21
I003086,B173,Barangay 173,Leyte,Leyte Mun 7,31,female,4,9399.52,9145.52,8.720137,123.203919,900,enum_17,2025-05-26
I007498,B412,Barangay 412,Iloilo,Iloilo Mun 10,29,female,4,8626.2,7363.57,8.500008,124.427918,689,enum_19,2025-10-03
I005399,B300,Barangay 300,Negros Occidental,Negros Mun 8,58,female,3,10649.13,10704.53,11.844667,123.154447,861,enum_13,2025-01-22
I005911,B326,Barangay 326,Bukidnon,Bukidnon Mun 3,49,male,6,6664.95,4243.65,7.627083,123.6579,905,enum_15,2025-01-09
I005352,B298,Barangay 298,Iloilo,Iloilo Mun 12,33,male,6,6594.42,6315.41,6.779337,125.148147,1011,enum_01,2025-01-02
I007281,B400,Barangay 400,Iloilo,Iloilo Mun 6,29,male,3,13312.56,8629.82,9.326168,122.569771,655,enum_15,2025-01-06
I001503,B082,Barangay 082,Iloilo,Iloilo Mun 2,51,female,7,9064.76,9875.56,9.258605,123.272971,666,enum_18,2025-08-24
I000832,B048,Barangay 048,Negros Occidental,Negros Mun 12,51,female,3,17578.79,11809.02,9.958206,123.996922,640,enum_09,2025-05-04
I006326,B349,Barangay 349,Agusan del Norte,Agusan Mun 9,28,male,5,14137.82,8806.84,8.95645,124.322463,1379,enum_08,2025-02-26
I000571,B034,Barangay 034,Iloilo,Iloilo Mun 10,46,male,4,9498.61,9664.23,8.692502,122.513971,157,enum_20,2025-07-07
I007405,B407,Barangay 407,Leyte,Leyte Mun 10,18,female,5,16085.51,9736.14,8.952362,124.830261,500,enum_05,2025-01-08
I005620,B310,Barangay 310,Iloilo,Iloilo Mun 2,19,female,4,11291.89,12223.18,10.95624,124.281371,1259,enum_07,2025-02-22
I001982,B109,Barangay 109,Agusan del Norte,Agusan Mun 1,18,male,4,11033.57,9624.01,11.905662,122.491979,1062,enum_05,2025-08-24
I000698,B040,Barangay 040,Iloilo,Iloilo Mun 8,34,female,3,18870.28,16140.82,8.866592,124.333374,229,enum_14,2025-01-22
I003569,B200,Barangay 200,Bukidnon,Bukidnon Mun 1,47,male,1,16670.76,16747.62,6.107477,123.303523,774,enum_08,2025-05-12
I004558,B255,Barangay 255,Cebu,Cebu Mun 10,38,female,6,11353.58,7757.87,7.2355,123.39556,751,enum_06,2025-03-06
I002634,B147,Barangay 147,Cebu,Cebu Mun 3,43,male,3,14071.07,13364.51,8.141101,125.940635,847,enum_11,2025-05-27
I003579,B201,Barangay 201,Cebu,Cebu Mun 8,41,male,2,18779.97,18485.2,10.09058,122.086318,573,enum_02,2025-08-24
I007889,B434,Barangay 434,Bukidnon,Bukidnon Mun 5,44,male,3,7777.98,5328.63,9.89683,124.406264,681,enum_15,2025-01-08
I006993,B385,Barangay 385,Agusan del Norte,Agusan Mun 5,22,male,5,10338.9,7658.32,7.610564,122.36562,1053,enum_07,2025-10-03
I007200,B396,Barangay 396,Negros Occidental,Negros Mun 12,40,male,5,10569.71,7124.38,6.253511,125.388934,514,enum_14,2025-03-10
I004254,B238,Barangay 238,Iloilo,Iloilo Mun 4,43,male,3,16225.12,13309.62,8.062593,124.247164,1232,enum_14,2025-05-14
I003387,B189,Barangay 189,Cebu,Cebu Mun 1,37,female,5,15957.61,17085.67,6.94416,125.809966,1193,enum_11,2025-04-08
I005496,B304,Barangay 304,Iloilo,Iloilo Mun 4,18,male,8,2527.73,1701.95,9.419173,123.98165,848,enum_03,2025-01-28
I005533,B306,Barangay 306,Negros Occidental,Negros Mun 1,43,female,4,13115.72,12650.6,10.269959,122.479389,1055,enum_19,2025-03-16
I003276,B183,Barangay 183,Cebu,Cebu Mun 9,20,female,6,14770.35,10385.37,9.427768,125.94379,1027,enum_07,2025-03-15
I002728,B153,Barangay 153,Cebu,Cebu Mun 4,19,female,7,12991.31,11165.91,6.206332,124.350187,748,enum_14,2025-03-07
I006297,B348,Barangay 348,Negros Occidental,Negros Mun 8,18,male,6,15993.36,13816.69,12.045339,123.641213,877,enum_19,2025-08-02
I002167,B119,Barangay 119,Leyte,Leyte Mun 3,54,male,5,11255.93,9023.82,9.827184,122.258993,528,enum_05,2025-04-29
I007520,B413,Barangay 413,Leyte,Leyte Mun 6,36,male,7,8124.51,5973.4,6.612004,123.30817,662,enum_19,2025-01-17
I003609,B202,Barangay 202,Iloilo,Iloilo Mun 5,29,female,2,15272.87,14289.72,9.77189,125.089948,1244,enum_13,2025-06-26
I007062,B389,Barangay 389,Leyte,Leyte Mun 18,18,male,2,9500.41,7218.1,11.10251,124.624144,1287,enum_14,2025-02-24
I003222,B180,Barangay 180,Negros Occidental,Negros Mun 11,39,male,1,15322.78,14588.76,11.552107,122.787492,1555,enum_09,2025-03-28
I004674,B262,Barangay 262,Iloilo,Iloilo Mun 6,25,female,4,13624.9,10814.59,10.306851,122.984852,736,enum_13,2025-05-12
I003666,B206,Barangay 206,Bukidnon,Bukidnon Mun 13,55,male,6,11392.2,8229.45,11.823347,123.417756,959,enum_05,2025-04-10
I004607,B258,Barangay 258,Negros Occidental,Negros Mun 10,38,male,4,11868.33,8347.05,11.674884,123.256778,874,enum_06,2025-07-19
I004852,B271,Barangay 271,Agusan del Norte,Agusan Mun 8,18,female,6,10583.38,7472.18,10.335656,124.438438,904,enum_04,2025-07-24
I003955,B222,Barangay 222,Negros Occidental,Negros Mun 6,31,female,4,18681.98,20340.23,9.975952,122.810757,651,enum_10,2025-05-15
I001711,B092,Barangay 092,Bukidnon,Bukidnon Mun 1,49,female,4,15625.53,9567.36,6.598851,122.480712,945,enum_13,2025-02-23
I004635,B260,Barangay 260,Bukidnon,Bukidnon Mun 9,38,female,4,12640.25,11687.17,8.329642,123.497064,1162,enum_12,2025-07-12
I001478,B081,Barangay 081,Cebu,Cebu Mun 12,25,male,6,16587.87,15391.04,7.219541,122.664935,713,enum_17,2025-01-09
I005611,B310,Barangay 310,Iloilo,Iloilo Mun 2,41,female,8,7979.25,5584.67,11.89876,125.449557,1732,enum_05,2025-08-13
I000497,B030,Barangay 030,Negros Occidental,Negros Mun 8,28,male,7,16271.45,10774.25,10.401379,124.32183,1053,enum_01,2025-03-10
I002726,B153,Barangay 153,Cebu,Cebu Mun 4,23,female,4,7579.3,7702.83,10.070117,124.098606,537,enum_06,2025-10-23
I005430,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,20,female,3,9468.83,6175.42,10.582931,123.848287,1025,enum_07,2025-02-11
I007131,B392,Barangay 392,Bukidnon,Bukidnon Mun 4,26,female,4,11909.87,12201.05,7.102472,124.238494,528,enum_13,2025-04-06
I002940,B165,Barangay 165,Cebu,Cebu Mun 2,19,female,6,13900.39,11097.4,7.567238,125.709878,1659,enum_03,2025-07-07
I004338,B242,Barangay 242,Bukidnon,Bukidnon Mun 12,23,female,6,12289.68,13139.14,7.138392,125.620655,803,enum_06,2025-02-28
I005514,B306,Barangay 306,Negros Occidental,Negros Mun 1,41,male,3,11489.33,11547.58,8.844588,122.345327,231,enum_19,2025-06-09
I000685,B040,Barangay 040,Iloilo,Iloilo Mun 8,36,male,6,11329.6,11810.77,8.196774,124.611586,549,enum_12,2025-02-22
I007647,B420,Barangay 420,Negros Occidental,Negros Mun 3,27,female,4,12204.23,13411.02,10.402716,122.589804,1853,enum_05,2025-02-04
I005797,B320,Barangay 320,Bukidnon,Bukidnon Mun 12,18,female,5,15150.91,16141.9,11.719542,124.620897,1017,enum_05,2025-10-23
I001448,B079,Barangay 079,Agusan del Norte,Agusan Mun 13,31,female,2,15128.87,12045.78,9.039637,124.859068,767,enum_19,2025-01-05
I006394,B353,Barangay 353,Leyte,Leyte Mun 9,37,female,4,13138.64,12329.43,8.945233,122.674449,923,enum_12,2025-03-28
I002146,B118,Barangay 118,Iloilo,Iloilo Mun 4,44,female,4,18422.73,12332.62,9.076093,125.881778,768,enum_03,2025-05-09
I000662,B038,Barangay 038,Bukidnon,Bukidnon Mun 3,18,male,4,12299.67,10411.03,10.274113,122.655003,908,enum_14,2025-05-13
I007591,B417,Barangay 417,Cebu,Cebu Mun 4,41,male,8,6587.95,4887.79,7.713837,122.894343,1455,enum_20,2025-01-04
I001139,B065,Barangay 065,Leyte,Leyte Mun 17,43,male,7,21963.95,21996.63,7.82114,124.289427,1046,enum_16,2025-04-08
I001560,B085,Barangay 085,Agusan del Norte,Agusan Mun 9,53,female,7,12613.14,10368.68,10.697226,123.842664,838,enum_13,2025-01-27
I007327,B402,Barangay 402,Negros Occidental,Negros Mun 3,18,male,3,10031.61,6224.23,9.848046,122.665362,689,enum_12,2025-04-04
I001844,B101,Barangay 101,Leyte,Leyte Mun 7,31,male,3,10087.66,6934.01,10.9234,125.875486,834,enum_07,2025-05-06
I002567,B144,Barangay 144,Negros Occidental,Negros Mun 7,55,male,4,11287.18,8781.43,9.328422,125.769766,581,enum_06,2025-01-17
I005078,B285,Barangay 285,Cebu,Cebu Mun 10,26,female,5,16410.24,15281.16,9.305955,124.267906,1588,enum_07,2025-06-24
I003524,B197,Barangay 197,Leyte,Leyte Mun 13,31,male,4,9942.65,7569.18,10.98684,125.889615,1523,enum_11,2025-05-01
I001992,B109,Barangay 109,Agusan del Norte,Agusan Mun 1,20,female,5,16581.29,11547.81,7.671363,125.481411,1531,enum_09,2025-08-16
I004617,B258,Barangay 258,Negros Occidental,Negros Mun 10,57,male,3,10197.51,9064.93,7.836106,125.183452,725,enum_01,2025-07-16
I008152,B447,Barangay 447,Cebu,Cebu Mun 9,37,female,3,7143.45,4940.02,6.945745,122.369521,837,enum_05,2025-06-16
I005909,B326,Barangay 326,Bukidnon,Bukidnon Mun 3,47,male,6,21252.94,16365.4,10.245181,123.48108,1035,enum_03,2025-04-27
I003157,B177,Barangay 177,Cebu,Cebu Mun 2,54,male,6,17178.62,16963.19,9.154122,122.759899,859,enum_11,2025-02-06
I000253,B016,Barangay 016,Iloilo,Iloilo Mun 7,45,female,4,12304.06,10301.2,9.164807,122.121288,669,enum_14,2025-05-12
I000397,B024,Barangay 024,Negros Occidental,Negros Mun 10,36,female,5,18146.99,12531.22,9.176761,123.49934,987,enum_14,2025-04-04
I006506,B359,Barangay 359,Leyte,Leyte Mun 15,44,female,3,9407.65,8972.24,11.025677,124.173511,1424,enum_06,2025-10-25
I003708,B209,Barangay 209,Leyte,Leyte Mun 5,20,male,7,11225.2,11559.05,11.280936,122.461577,1150,enum_11,2025-10-26
I001662,B090,Barangay 090,Negros Occidental,Negros Mun 3,45,male,1,9005.44,6073.19,9.707491,122.88196,981,enum_15,2025-08-01
I001351,B075,Barangay 075,Cebu,Cebu Mun 3,50,male,2,14253.0,13296.99,7.436591,124.390697,1051,enum_05,2025-10-04
I007607,B418,Barangay 418,Iloilo,Iloilo Mun 1,28,male,2,13365.12,13188.12,7.713717,122.947416,1036,enum_09,2025-09-15
I005957,B328,Barangay 328,Iloilo,Iloilo Mun 6,31,female,2,18903.5,11953.68,11.225531,123.372584,789,enum_03,2025-01-30
I005827,B322,Barangay 322,Iloilo,Iloilo Mun 7,63,female,3,7653.06,7179.03,8.30143,124.739714,707,enum_17,2025-06-24
I006556,B361,Barangay 361,Agusan del Norte,Agusan Mun 3,36,female,6,10624.25,10063.64,8.847773,123.206643,1155,enum_01,2025-03-24
I005408,B301,Barangay 301,Agusan del Norte,Agusan Mun 9,24,male,5,10588.29,11428.83,8.625993,121.997267,1110,enum_01,2025-01-14
I004585,B257,Barangay 257,Leyte,Leyte Mun 4,29,male,3,22838.77,21945.73,7.897462,124.281825,586,enum_01,2025-09-19
I005536,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,18,male,7,14143.49,10136.14,11.238194,123.652656,922,enum_12,2025-08-13
I000814,B046,Barangay 046,Iloilo,Iloilo Mun 11,38,female,5,12961.48,12402.71,7.724597,124.694552,929,enum_02,2025-09-27
I000403,B024,Barangay 024,Negros Occidental,Negros Mun 10,18,female,7,12561.59,8333.8,6.407674,123.595412,709,enum_05,2025-09-20
I002475,B138,Barangay 138,Negros Occidental,Negros Mun 8,25,male,4,10151.55,9135.43,7.499149,122.026153,245,enum_06,2025-09-04
I005569,B308,Barangay 308,Bukidnon,Bukidnon Mun 14,35,male,5,3943.54,2820.64,7.753208,125.410346,471,enum_02,2025-03-29
I007525,B413,Barangay 413,Leyte,Leyte Mun 6,42,male,5,19370.76,14431.99,6.666964,123.642088,1064,enum_17,2025-04-26
I003568,B200,Barangay 200,Bukidnon,Bukidnon Mun 1,38,female,4,5214.91,4066.07,9.842267,122.783498,706,enum_13,2025-08-21
I000110,B008,Barangay 008,Bukidnon,Bukidnon Mun 14,44,female,5,19088.69,18478.27,8.453947,123.814271,1168,enum_05,2025-04-23
I004067,B227,Barangay 227,Leyte,Leyte Mun 10,43,female,1,15717.37,12665.03,8.488009,123.389288,811,enum_01,2025-10-19
I006729,B371,Barangay 371,Leyte,Leyte Mun 15,38,male,2,13725.53,14301.72,10.277165,124.859482,1392,enum_16,2025-09-23
I000059,B004,Barangay 004,Iloilo,Iloilo Mun 3,29,female,6,10151.25,9938.73,10.258625,125.132689,927,enum_14,2025-01-02
I007555,B415,Barangay 415,Agusan del Norte,Agusan Mun 5,26,female,5,15054.81,14196.24,8.508722,124.596325,413,enum_18,2025-08-17
I006720,B370,Barangay 370,Iloilo,Iloilo Mun 7,37,male,4,14707.52,14800.89,7.318988,125.24702,740,enum_20,2025-09-04
I005981,B330,Barangay 330,Negros Occidental,Negros Mun 10,30,female,7,16330.36,17808.58,11.928606,125.400758,1137,enum_18,2025-08-14
I004598,B257,Barangay 257,Leyte,Leyte Mun 4,43,female,5,15150.87,11032.42,8.935781,122.39996,1116,enum_11,2025-06-26
I005540,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,47,female,8,12620.24,12505.8,9.471232,122.960489,927,enum_16,2025-04-02
I000529,B031,Barangay 031,Agusan del Norte,Agusan Mun 3,49,female,4,13450.29,13526.96,8.609623,122.666681,985,enum_01,2025-01-06
I004468,B249,Barangay 249,Cebu,Cebu Mun 13,39,male,6,11557.41,7502.22,10.937287,125.40258,1165,enum_04,2025-06-06
I000291,B018,Barangay 018,Negros Occidental,Negros Mun 2,44,male,5,13731.87,9243.98,9.321873,123.047874,498,enum_19,2025-10-16
I000089,B006,Barangay 006,Negros Occidental,Negros Mun 14,44,female,4,16562.63,15761.19,6.373612,124.133553,590,enum_13,2025-01-24
I003662,B206,Barangay 206,Bukidnon,Bukidnon Mun 13,41,male,4,14931.92,13534.49,10.294524,122.562894,979,enum_16,2025-07-20
I008013,B441,Barangay 441,Cebu,Cebu Mun 3,27,female,3,4800.07,5003.22,6.468627,122.663792,1224,enum_07,2025-06-16
I007630,B419,Barangay 419,Leyte,Leyte Mun 15,18,female,4,16265.98,15738.74,10.792316,124.707389,1073,enum_04,2025-01-02
I000331,B020,Barangay 020,Bukidnon,Bukidnon Mun 1,60,female,2,10091.97,10348.74,8.022802,123.690976,641,enum_06,2025-10-24
I003255,B182,Barangay 182,Bukidnon,Bukidnon Mun 7,38,female,6,12309.82,10686.34,10.992267,124.099866,1303,enum_06,2025-10-25
I004313,B241,Barangay 241,Agusan del Norte,Agusan Mun 9,60,female,5,8589.04,5323.27,10.540182,125.605158,752,enum_15,2025-03-08
I004752,B266,Barangay 266,Bukidnon,Bukidnon Mun 11,48,male,4,13456.29,13024.42,9.021763,124.030912,1246,enum_08,2025-03-21
I005377,B299,Barangay 299,Leyte,Leyte Mun 3,20,female,3,14332.81,8733.42,8.144887,124.656788,694,enum_01,2025-05-18
I003433,B192,Barangay 192,Negros Occidental,Negros Mun 9,18,female,2,16064.25,10578.75,7.90111,122.185831,799,enum_01,2025-10-13
I006960,B383,Barangay 383,Leyte,Leyte Mun 5,42,male,2,9619.82,8868.55,9.691005,123.5747,734,enum_03,2025-02-20
I003917,B220,Barangay 220,Iloilo,Iloilo Mun 4,45,female,3,10720.73,10521.21,10.147169,122.899679,896,enum_09,2025-01-03
I002195,B120,Barangay 120,Negros Occidental,Negros Mun 5,50,female,3,19968.83,12767.93,8.851187,125.93337,1491,enum_05,2025-01-17
I002433,B136,Barangay 136,Iloilo,Iloilo Mun 12,33,male,4,15377.66,14888.69,9.502569,122.338884,779,enum_14,2025-09-25
I004775,B267,Barangay 267,Cebu,Cebu Mun 13,20,male,7,9668.97,9811.9,11.745086,123.585575,699,enum_18,2025-05-26
I002790,B157,Barangay 157,Agusan del Norte,Agusan Mun 4,42,female,5,23266.12,25052.58,10.768461,123.562415,950,enum_12,2025-01-22
I005843,B323,Barangay 323,Leyte,Leyte Mun 6,33,male,3,12655.92,13812.22,7.51446,122.819886,1522,enum_07,2025-06-28
I000359,B022,Barangay 022,Iloilo,Iloilo Mun 1,23,male,5,10991.85,8573.35,10.373378,125.607867,740,enum_17,2025-09-26
I002356,B131,Barangay 131,Leyte,Leyte Mun 8,28,male,2,8689.17,7429.73,7.361963,124.776332,990,enum_06,2025-08-01
I002520,B141,Barangay 141,Cebu,Cebu Mun 12,49,male,5,13810.21,13629.59,6.227505,122.553015,1346,enum_14,2025-05-15
I005231,B292,Barangay 292,Iloilo,Iloilo Mun 12,18,female,6,10216.55,7237.46,9.115523,124.531624,1056,enum_18,2025-10-01
I002782,B156,Barangay 156,Negros Occidental,Negros Mun 11,36,female,2,13068.67,11803.05,7.703519,124.088177,812,enum_19,2025-06-22
I004701,B263,Barangay 263,Leyte,Leyte Mun 14,26,male,5,5855.13,4447.84,11.637404,125.542524,581,enum_17,2025-04-27
I000112,B008,Barangay 008,Bukidnon,Bukidnon Mun 14,38,female,5,10653.39,7560.14,8.527141,123.267692,1232,enum_18,2025-07-16
I004147,B232,Barangay 232,Iloilo,Iloilo Mun 12,23,male,2,3460.54,2723.36,7.986308,122.951197,1249,enum_12,2025-03-08
I008103,B445,Barangay 445,Agusan del Norte,Agusan Mun 10,46,female,5,14627.09,16058.31,9.935465,122.188476,568,enum_01,2025-08-22
I007954,B437,Barangay 437,Leyte,Leyte Mun 2,40,female,6,13719.99,9513.52,8.207795,125.075275,1409,enum_04,2025-10-23
I003483,B195,Barangay 195,Cebu,Cebu Mun 4,45,female,3,10877.05,11033.43,7.120798,122.021629,720,enum_07,2025-04-06
I001723,B093,Barangay 093,Cebu,Cebu Mun 2,47,female,3,14594.29,11573.93,7.199366,122.201022,1374,enum_01,2025-05-15
I005589,B309,Barangay 309,Cebu,Cebu Mun 13,53,male,6,99.35,77.78,10.99417,122.829538,896,enum_20,2025-06-07
I001869,B102,Barangay 102,Negros Occidental,Negros Mun 8,48,female,2,15524.13,13858.19,10.713826,124.177156,662,enum_14,2025-02-08
I003766,B213,Barangay 213,Cebu,Cebu Mun 13,27,male,1,12141.67,12133.44,7.659603,123.631144,1196,enum_20,2025-10-14
I004730,B265,Barangay 265,Agusan del Norte,Agusan Mun 5,44,male,8,12558.34,7983.89,9.492524,122.177061,1033,enum_05,2025-01-25
I000561,B033,Barangay 033,Cebu,Cebu Mun 7,40,female,7,10667.76,8689.74,10.069495,122.177721,856,enum_16,2025-03-09
I005223,B291,Barangay 291,Cebu,Cebu Mun 5,37,female,7,10141.87,6092.68,11.208147,123.020464,475,enum_19,2025-04-16
I006189,B342,Barangay 342,Negros Occidental,Negros Mun 8,18,male,5,13349.2,10989.53,8.302053,123.436198,804,enum_06,2025-03-23
I000517,B031,Barangay 031,Agusan del Norte,Agusan Mun 3,49,male,5,8893.99,7360.7,6.098064,124.060623,1206,enum_07,2025-05-08
I004999,B280,Barangay 280,Iloilo,Iloilo Mun 4,47,female,6,3347.35,3088.42,6.985685,125.744851,754,enum_04,2025-05-17
I002639,B148,Barangay 148,Iloilo,Iloilo Mun 4,47,female,1,5394.92,3481.03,11.103526,122.01902,819,enum_02,2025-06-30
I002169,B119,Barangay 119,Leyte,Leyte Mun 3,35,female,5,11330.35,11165.63,9.707044,122.921607,1316,enum_13,2025-02-01
I005189,B290,Barangay 290,Bukidnon,Bukidnon Mun 10,30,male,6,11863.28,7738.67,9.529767,122.457571,616,enum_13,2025-05-24
I005541,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,18,female,4,13911.48,11169.34,6.529217,124.10879,645,enum_18,2025-06-28
